player,team_x,url_x,pass_metric,id_x,headshot_url,team_y,url_y,carry_metric,id_y
Kévin Danois,AU,/en/players/e76f6fbe/Kevin-Danois,1.88,e76f6fbe,https://fbref.com/req/202302030/images/headshots/e76f6fbe_2022.jpg,AU,/en/players/e76f6fbe/Kevin-Danois,-0.54,e76f6fbe
Djaoui Cissé,RE,/en/players/576ca93f/Djaoui-Cisse,1.87,576ca93f,https://fbref.com/req/202302030/images/headshots/576ca93f_2022.jpg,RE,/en/players/576ca93f/Djaoui-Cisse,-0.19,576ca93f
Gaëtan Perrin,AU,/en/players/10dd88f9/Gaetan-Perrin,1.83,10dd88f9,https://fbref.com/req/202302030/images/headshots/10dd88f9_2022.jpg,AU,/en/players/10dd88f9/Gaetan-Perrin,0.56,10dd88f9
David Costa,LE,/en/players/59948ef7/David-Costa,1.79,59948ef7,https://fbref.com/req/202302030/images/headshots/59948ef7_2022.jpg,LE,/en/players/59948ef7/David-Costa,1.25,59948ef7
Osame Sahraoui,LI,/en/players/6f9fa232/Osame-Sahraoui,1.79,6f9fa232,https://fbref.com/req/202302030/images/headshots/6f9fa232_2022.jpg,LI,/en/players/6f9fa232/Osame-Sahraoui,1.8,6f9fa232
Augustine Boakye,SA,/en/players/59e9edb5/Augustine-Boakye,1.76,59e9edb5,https://fbref.com/req/202302030/images/headshots/59e9edb5_2022.jpg,SA,/en/players/59e9edb5/Augustine-Boakye,1.73,59e9edb5
Eliesse Ben Seghir,MO,/en/players/3bd65247/Eliesse-Ben-Seghir,1.74,3bd65247,https://fbref.com/req/202302030/images/headshots/3bd65247_2022.jpg,MO,/en/players/3bd65247/Eliesse-Ben-Seghir,1.11,3bd65247
Junya Ito,RE,/en/players/dbd3a428/Junya-Ito,1.69,dbd3a428,https://fbref.com/req/202302030/images/headshots/dbd3a428_2022.jpg,RE,/en/players/dbd3a428/Junya-Ito,1.84,dbd3a428
Edon Zhegrova,LI,/en/players/34a88e3e/Edon-Zhegrova,1.66,34a88e3e,https://fbref.com/req/202302030/images/headshots/34a88e3e_2022.jpg,LI,/en/players/34a88e3e/Edon-Zhegrova,1.03,34a88e3e
Amine Harit,MA,/en/players/e7d59f4f/Amine-Harit,1.66,e7d59f4f,https://fbref.com/req/202302030/images/headshots/e7d59f4f_2022.jpg,MA,/en/players/e7d59f4f/Amine-Harit,0.07,e7d59f4f
Téji Savanier,MO,/en/players/6bde367b/Teji-Savanier,1.63,6bde367b,https://fbref.com/req/202302030/images/headshots/6bde367b_2022.jpg,MO,/en/players/6bde367b/Teji-Savanier,-0.74,6bde367b
Angel Gomes,LI,/en/players/645a3363/Angel-Gomes,1.61,645a3363,https://fbref.com/req/202302030/images/headshots/645a3363_2022.jpg,LI,/en/players/645a3363/Angel-Gomes,0.09,645a3363
Georges Mikautadze,LY,/en/players/4788cb6b/Georges-Mikautadze,1.6,4788cb6b,https://fbref.com/req/202302030/images/headshots/4788cb6b_2022.jpg,LY,/en/players/4788cb6b/Georges-Mikautadze,0.75,4788cb6b
Amine Gouiri,RE,/en/players/aad56ca3/Amine-Gouiri,1.53,aad56ca3,https://fbref.com/req/202302030/images/headshots/aad56ca3_2022.jpg,MA,/en/players/aad56ca3/Amine-Gouiri,0.57,aad56ca3
Amine Gouiri,RE,/en/players/aad56ca3/Amine-Gouiri,1.53,aad56ca3,https://fbref.com/req/202302030/images/headshots/aad56ca3_2022.jpg,RE,/en/players/aad56ca3/Amine-Gouiri,0.54,aad56ca3
Dilane Bakwa,ST,/en/players/2b5a35e5/Dilane-Bakwa,1.5,2b5a35e5,https://fbref.com/req/202302030/images/headshots/2b5a35e5_2022.jpg,ST,/en/players/2b5a35e5/Dilane-Bakwa,1.6,2b5a35e5
Mohamed Ali Cho,NI,/en/players/f8405304/Mohamed-Ali-Cho,1.48,f8405304,https://fbref.com/req/202302030/images/headshots/f8405304_2022.jpg,NI,/en/players/f8405304/Mohamed-Ali-Cho,2.33,f8405304
Ludovic Blas,RE,/en/players/6191093d/Ludovic-Blas,1.48,6191093d,https://fbref.com/req/202302030/images/headshots/6191093d_2022.jpg,RE,/en/players/6191093d/Ludovic-Blas,0.95,6191093d
Seko Fofana,RE,/en/players/5313ed43/Seko-Fofana,1.45,5313ed43,https://fbref.com/req/202302030/images/headshots/5313ed43_2022.jpg,RE,/en/players/5313ed43/Seko-Fofana,0.93,5313ed43
Breel Embolo,MO,/en/players/0b4f388a/Breel-Embolo,1.45,0b4f388a,https://fbref.com/req/202302030/images/headshots/0b4f388a_2022.jpg,MO,/en/players/0b4f388a/Breel-Embolo,-0.45,0b4f388a
Johann Lepenant,NA,/en/players/1e52971c/Johann-Lepenant,1.42,1e52971c,https://fbref.com/req/202302030/images/headshots/1e52971c_2022.jpg,NA,/en/players/1e52971c/Johann-Lepenant,-0.13,1e52971c
Ousmane Dembélé,PA,/en/players/b19db005/Ousmane-Dembele,1.41,b19db005,https://fbref.com/req/202302030/images/headshots/b19db005_2022.jpg,PA,/en/players/b19db005/Ousmane-Dembele,2.09,b19db005
Arnaud Kalimuendo,RE,/en/players/bf4c41f9/Arnaud-Kalimuendo,1.4,bf4c41f9,https://fbref.com/req/202302030/images/headshots/bf4c41f9_2022.jpg,RE,/en/players/bf4c41f9/Arnaud-Kalimuendo,0.47,bf4c41f9
Florian Tardieu,SA,/en/players/ed39121c/Florian-Tardieu,1.38,ed39121c,https://fbref.com/req/202302030/images/headshots/ed39121c_2022.jpg,SA,/en/players/ed39121c/Florian-Tardieu,-0.8,ed39121c
Keito Nakamura,RE,/en/players/d97af612/Keito-Nakamura,1.36,d97af612,https://fbref.com/req/202302030/images/headshots/d97af612_2022.jpg,RE,/en/players/d97af612/Keito-Nakamura,1.91,d97af612
Niklas Schmidt,TO,/en/players/b9ae8560/Niklas-Schmidt,1.29,b9ae8560,https://fbref.com/req/202302030/images/headshots/b9ae8560_2022.jpg,TO,/en/players/b9ae8560/Niklas-Schmidt,-0.85,b9ae8560
Mathis Amougou,SA,/en/players/f93cca97/Mathis-Amougou,1.24,f93cca97,https://fbref.com/req/202302030/images/headshots/f93cca97_2022.jpg,SA,/en/players/f93cca97/Mathis-Amougou,-0.62,f93cca97
Andy Diouf,LE,/en/players/9b5237b1/Andy-Diouf,1.2,9b5237b1,https://fbref.com/req/202302030/images/headshots/9b5237b1_2022.jpg,LE,/en/players/9b5237b1/Andy-Diouf,1.17,9b5237b1
Himad Abdelli,AN,/en/players/7978cbf0/Himad-Abdelli,1.2,7978cbf0,https://fbref.com/req/202302030/images/headshots/7978cbf0_2022.jpg,AN,/en/players/7978cbf0/Himad-Abdelli,0.88,7978cbf0
Vincent Sierro,TO,/en/players/92ffb8f9/Vincent-Sierro,1.17,92ffb8f9,https://fbref.com/req/202302030/images/headshots/92ffb8f9_2022.jpg,TO,/en/players/92ffb8f9/Vincent-Sierro,-1.12,92ffb8f9
Désiré Doué,PA,/en/players/9e7483ff/Desire-Doue,1.17,9e7483ff,https://fbref.com/req/202302030/images/headshots/9e7483ff_2022.jpg,PA,/en/players/9e7483ff/Desire-Doue,1.42,9e7483ff
Florian Sotoca,LE,/en/players/7a42d0df/Florian-Sotoca,1.17,7a42d0df,https://fbref.com/req/202302030/images/headshots/7a42d0df_2022.jpg,LE,/en/players/7a42d0df/Florian-Sotoca,0.28,7a42d0df
Aron Dønnum,TO,/en/players/10cff752/Aron-Donnum,1.15,10cff752,https://fbref.com/req/202302030/images/headshots/10cff752_2022.jpg,TO,/en/players/10cff752/Aron-Donnum,1.85,10cff752
Daler Kuzyaev,LE,/en/players/d4e93bab/Daler-Kuzyaev,1.15,d4e93bab,https://fbref.com/req/202302030/images/headshots/d4e93bab_2022.jpg,LE,/en/players/d4e93bab/Daler-Kuzyaev,-0.67,d4e93bab
Mostafa Mohamed,NA,/en/players/595e6f3e/Mostafa-Mohamed,1.13,595e6f3e,https://fbref.com/req/202302030/images/headshots/595e6f3e_2022.jpg,NA,/en/players/595e6f3e/Mostafa-Mohamed,-0.13,595e6f3e
Yassine Kechta,LE,/en/players/abefc3af/Yassine-Kechta,1.13,abefc3af,https://fbref.com/req/202302030/images/headshots/abefc3af_2022.jpg,LE,/en/players/abefc3af/Yassine-Kechta,0.6,abefc3af
