player,team_x,url_x,pass_metric,id_x,headshot_url,team_y,url_y,carry_metric,id_y
Pedro Porro,TO,/en/players/27d0a506/Pedro-Porro,0.45,27d0a506,https://fbref.com/req/202302030/images/headshots/27d0a506_2022.jpg,TO,/en/players/27d0a506/Pedro-Porro,-0.08,27d0a506
Kalvin Phillips,IP,/en/players/4f565d77/Kalvin-Phillips,0.44,4f565d77,https://fbref.com/req/202302030/images/headshots/4f565d77_2022.jpg,IP,/en/players/4f565d77/Kalvin-Phillips,-0.93,4f565d77
Nicolas Jackson,CH,/en/players/9c36ed83/Nicolas-Jackson,0.44,9c36ed83,https://fbref.com/req/202302030/images/headshots/9c36ed83_2022.jpg,CH,/en/players/9c36ed83/Nicolas-Jackson,1.36,9c36ed83
Ola Aina,NO,/en/players/246d153b/Ola-Aina,0.42,246d153b,https://fbref.com/req/202302030/images/headshots/246d153b_2022.jpg,NO,/en/players/246d153b/Ola-Aina,0.59,246d153b
Abdoulaye Doucouré,EV,/en/players/02b29014/Abdoulaye-Doucoure,0.42,02b29014,https://fbref.com/req/202302030/images/headshots/02b29014_2022.jpg,EV,/en/players/02b29014/Abdoulaye-Doucoure,0.19,02b29014
Bobby Reid,LE,/en/players/0f7533cd/Bobby-Reid,0.42,0f7533cd,https://fbref.com/req/202302030/images/headshots/0f7533cd_2022.jpg,LE,/en/players/0f7533cd/Bobby-Reid,0.21,0f7533cd
Ethan Nwaneri,AR,/en/players/7f94982c/Ethan-Nwaneri,0.41,7f94982c,https://fbref.com/req/202302030/images/headshots/7f94982c_2022.jpg,AR,/en/players/7f94982c/Ethan-Nwaneri,1.18,7f94982c
Dominik Szoboszlai,LI,/en/players/934e1968/Dominik-Szoboszlai,0.41,934e1968,https://fbref.com/req/202302030/images/headshots/934e1968_2022.jpg,LI,/en/players/934e1968/Dominik-Szoboszlai,0.76,934e1968
Thomas Partey,AR,/en/players/529f49ab/Thomas-Partey,0.4,529f49ab,https://fbref.com/req/202302030/images/headshots/529f49ab_2022.jpg,AR,/en/players/529f49ab/Thomas-Partey,-0.68,529f49ab
Tomáš Souček,WE,/en/players/6613c819/Tomas-Soucek,0.38,6613c819,https://fbref.com/req/202302030/images/headshots/6613c819_2022.jpg,WE,/en/players/6613c819/Tomas-Soucek,-1.02,6613c819
Oleksandr Zinchenko,AR,/en/players/51cf8561/Oleksandr-Zinchenko,0.37,51cf8561,https://fbref.com/req/202302030/images/headshots/51cf8561_2022.jpg,AR,/en/players/51cf8561/Oleksandr-Zinchenko,-0.18,51cf8561
Yves Bissouma,TO,/en/players/6c203af0/Yves-Bissouma,0.36,6c203af0,https://fbref.com/req/202302030/images/headshots/6c203af0_2022.jpg,TO,/en/players/6c203af0/Yves-Bissouma,-0.61,6c203af0
Álex Moreno,NO,/en/players/16e9d0ea/Alex-Moreno,0.35,16e9d0ea,https://fbref.com/req/202302030/images/headshots/16e9d0ea_2022.jpg,NO,/en/players/16e9d0ea/Alex-Moreno,1.16,16e9d0ea
Jack Clarke,IP,/en/players/e16932d8/Jack-Clarke,0.34,e16932d8,https://fbref.com/req/202302030/images/headshots/e16932d8_2022.jpg,IP,/en/players/e16932d8/Jack-Clarke,0.72,e16932d8
Lesley Ugochukwu,SO,/en/players/1df4a109/Lesley-Ugochukwu,0.34,1df4a109,https://fbref.com/req/202302030/images/headshots/1df4a109_2022.jpg,SO,/en/players/1df4a109/Lesley-Ugochukwu,0.13,1df4a109
Jáder Durán,AS,/en/players/414184f7/Jader-Duran,0.33,414184f7,https://fbref.com/req/202302030/images/headshots/414184f7_2022.jpg,AS,/en/players/414184f7/Jader-Duran,-0.14,414184f7
Keane Lewis-Potter,BR,/en/players/41f08ac8/Keane-Lewis-Potter,0.33,41f08ac8,https://fbref.com/req/202302030/images/headshots/41f08ac8_2022.jpg,BR,/en/players/41f08ac8/Keane-Lewis-Potter,1.42,41f08ac8
Harry Winks,LE,/en/players/2f7acede/Harry-Winks,0.32,2f7acede,https://fbref.com/req/202302030/images/headshots/2f7acede_2022.jpg,LE,/en/players/2f7acede/Harry-Winks,-0.8,2f7acede
Joël Veltman,BR,/en/players/dad4b285/Joel-Veltman,0.31,dad4b285,https://fbref.com/req/202302030/images/headshots/dad4b285_2022.jpg,BR,/en/players/dad4b285/Joel-Veltman,-0.12,dad4b285
Neco Williams,NO,/en/players/dd323728/Neco-Williams,0.29,dd323728,https://fbref.com/req/202302030/images/headshots/dd323728_2022.jpg,NO,/en/players/dd323728/Neco-Williams,1.04,dd323728
William Smallbone,SO,/en/players/5e105217/William-Smallbone,0.28,5e105217,https://fbref.com/req/202302030/images/headshots/5e105217_2022.jpg,SO,/en/players/5e105217/William-Smallbone,-0.58,5e105217
Joško Gvardiol,MA,/en/players/5ad50391/Josko-Gvardiol,0.28,5ad50391,https://fbref.com/req/202302030/images/headshots/5ad50391_2022.jpg,MA,/en/players/5ad50391/Josko-Gvardiol,-0.24,5ad50391
Sander Berge,FU,/en/players/d0b6129f/Sander-Berge,0.28,d0b6129f,https://fbref.com/req/202302030/images/headshots/d0b6129f_2022.jpg,FU,/en/players/d0b6129f/Sander-Berge,-0.65,d0b6129f
Kristoffer Ajer,BR,/en/players/a8c0acb7/Kristoffer-Ajer,0.27,a8c0acb7,https://fbref.com/req/202302030/images/headshots/a8c0acb7_2022.jpg,BR,/en/players/a8c0acb7/Kristoffer-Ajer,0.19,a8c0acb7
Dominic Calvert-Lewin,EV,/en/players/59e6e5bf/Dominic-Calvert-Lewin,0.27,59e6e5bf,https://fbref.com/req/202302030/images/headshots/59e6e5bf_2022.jpg,EV,/en/players/59e6e5bf/Dominic-Calvert-Lewin,0.44,59e6e5bf
Cheick Doucouré,CR,/en/players/ce4f40c7/Cheick-Doucoure,0.27,ce4f40c7,https://fbref.com/req/202302030/images/headshots/ce4f40c7_2022.jpg,CR,/en/players/ce4f40c7/Cheick-Doucoure,-0.86,ce4f40c7
Andrew Robertson,LI,/en/players/2e4f5f03/Andrew-Robertson,0.26,2e4f5f03,https://fbref.com/req/202302030/images/headshots/2e4f5f03_2022.jpg,LI,/en/players/2e4f5f03/Andrew-Robertson,-0.07,2e4f5f03
Curtis Jones,LI,/en/players/4fb9c88f/Curtis-Jones,0.25,4fb9c88f,https://fbref.com/req/202302030/images/headshots/4fb9c88f_2022.jpg,LI,/en/players/4fb9c88f/Curtis-Jones,-0.68,4fb9c88f
