playerId,shirtNo,name,position,height,weight,age,isFirstEleven,isManOfTheMatch,field,stats,subbedInPlayerId,subbedOutPeriod,subbedOutExpandedMinute,subbedInPeriod,subbedInExpandedMinute,subbedOutPlayerId,teamId
439530,71,Dominik Takác,GK,195,82,25,True,False,home,"{'totalSaves': {'16': 1.0, '22': 1.0, '25': 1.0, '49': 1.0, '69': 1.0, '70': 1.0, '77': 1.0, '86': 1.0, '89': 1.0, '90': 1.0}, 'collected': {'69': 1.0, '70': 1.0}, 'parriedSafe': {'16': 1.0, '77': 1.0, '86': 1.0, '89': 1.0, '90': 1.0}, 'parriedDanger': {'22': 1.0, '25': 1.0, '49': 1.0}, 'claimsHigh': {'49': 1.0}, 'possession': {'4': 1.0, '9': 2.0, '15': 1.0, '27': 1.0, '32': 1.0, '34': 1.0, '36': 1.0, '38': 1.0, '41': 1.0, '44': 1.0, '47': 1.0, '50': 1.0, '52': 1.0, '54': 1.0, '55': 1.0, '56': 1.0, '68': 1.0, '69': 1.0, '71': 2.0, '83': 1.0, '88': 1.0, '91': 1.0}, 'ratings': {'0': 6.0, '4': 5.98, '7': 5.58, '9': 5.6, '14': 5.33, '15': 5.32, '16': 5.69, '22': 5.89, '25': 6.16, '27': 6.17, '32': 6.17, '34': 6.17, '36': 6.18, '37': 6.23, '38': 6.23, '41': 6.22, '44': 6.21, '47': 6.2, '49': 6.67, '50': 6.68, '52': 6.69, '54': 6.67, '55': 6.66, '56': 6.65, '58': 6.35, '68': 6.36, '69': 6.56, '70': 6.94, '71': 6.92, '74': 6.65, '77': 7.02, '83': 7.01, '86': 7.37, '87': 7.38, '88': 7.39, '89': 7.76, '90': 7.86, '91': 7.85}, 'clearances': {'37': 1.0}, 'touches': {'4': 1.0, '9': 2.0, '15': 1.0, '16': 1.0, '22': 1.0, '25': 2.0, '27': 1.0, '32': 1.0, '34': 1.0, '36': 1.0, '37': 1.0, '38': 1.0, '41': 1.0, '44': 1.0, '47': 1.0, '49': 2.0, '50': 1.0, '52': 1.0, '54': 1.0, '55': 1.0, '56': 1.0, '68': 1.0, '69': 2.0, '70': 1.0, '71': 2.0, '77': 1.0, '83': 1.0, '86': 1.0, '88': 1.0, '89': 1.0, '90': 1.0, '91': 1.0}, 'passesTotal': {'9': 2.0, '27': 1.0, '32': 1.0, '34': 1.0, '36': 1.0, '38': 1.0, '50': 1.0, '68': 1.0, '88': 1.0, '4': 1.0, '15': 1.0, '41': 1.0, '44': 1.0, '47': 1.0, '54': 1.0, '55': 1.0, '56': 1.0, '71': 1.0, '83': 1.0, '91': 1.0}, 'passesAccurate': {'9': 2.0, '27': 1.0, '32': 1.0, '34': 1.0, '36': 1.0, '38': 1.0, '50': 1.0, '68': 1.0, '88': 1.0}, 'passSuccess': {'9': 100.0, '27': 100.0, '32': 100.0, '34': 100.0, '36': 100.0, '38': 100.0, '50': 100.0, '68': 100.0, '88': 100.0, '4': 0.0, '15': 0.0, '41': 0.0, '44': 0.0, '47': 0.0, '54': 0.0, '55': 0.0, '56': 0.0, '71': 0.0, '83': 0.0, '91': 0.0}, 'tacklesTotal': {'58': 1.0}, 'tackleUnsuccesful': {'58': 1.0}, 'dribbledPast': {'58': 1.0}}",,,,,,,698
401721,28,César Blackman,DR,174,70,26,True,False,home,"{'possession': {'3': 1.0, '8': 1.0, '11': 2.0, '12': 1.0, '23': 1.0, '28': 1.0, '34': 1.0, '37': 1.0, '40': 1.0, '43': 1.0, '47': 1.0, '48': 2.0, '49': 1.0, '50': 1.0, '55': 1.0, '59': 1.0, '71': 2.0, '72': 1.0, '77': 1.0, '83': 1.0}, 'ratings': {'0': 6.0, '3': 6.0, '5': 5.97, '7': 5.8, '8': 5.96, '11': 5.95, '12': 5.96, '14': 5.79, '23': 5.95, '28': 6.04, '34': 6.04, '36': 6.24, '37': 6.33, '39': 6.38, '40': 6.38, '41': 6.52, '43': 6.52, '47': 6.5, '48': 6.51, '49': 6.51, '50': 6.51, '55': 6.51, '58': 6.34, '59': 6.34, '71': 6.34, '72': 6.33, '74': 6.16, '77': 6.17, '83': 6.17}, 'clearances': {'8': 1.0, '39': 1.0}, 'interceptions': {'8': 1.0, '37': 1.0}, 'touches': {'3': 3.0, '4': 1.0, '8': 4.0, '11': 2.0, '12': 1.0, '23': 3.0, '26': 1.0, '28': 3.0, '32': 1.0, '34': 1.0, '36': 2.0, '37': 2.0, '39': 1.0, '40': 1.0, '41': 1.0, '43': 1.0, '47': 1.0, '48': 2.0, '49': 1.0, '50': 1.0, '52': 1.0, '54': 2.0, '55': 2.0, '59': 2.0, '63': 1.0, '71': 2.0, '72': 1.0, '77': 1.0, '79': 1.0, '83': 1.0, '85': 1.0}, 'passesTotal': {'3': 1.0, '8': 1.0, '11': 2.0, '12': 1.0, '34': 1.0, '40': 1.0, '43': 1.0, '48': 2.0, '49': 1.0, '55': 1.0, '59': 1.0, '71': 1.0, '77': 1.0, '83': 1.0, '23': 1.0, '28': 1.0, '37': 1.0, '47': 1.0, '50': 1.0}, 'passesAccurate': {'3': 1.0, '8': 1.0, '11': 1.0, '12': 1.0, '34': 1.0, '40': 1.0, '43': 1.0, '48': 2.0, '49': 1.0, '55': 1.0, '59': 1.0, '71': 1.0, '77': 1.0, '83': 1.0}, 'passSuccess': {'3': 100.0, '8': 100.0, '11': 50.0, '12': 100.0, '34': 100.0, '40': 100.0, '43': 100.0, '48': 100.0, '49': 100.0, '55': 100.0, '59': 100.0, '71': 100.0, '77': 100.0, '83': 100.0, '23': 0.0, '28': 0.0, '37': 0.0, '47': 0.0, '50': 0.0}, 'throwInsTotal': {'3': 2.0, '4': 1.0, '8': 1.0, '32': 1.0, '54': 2.0, '55': 1.0, '59': 1.0, '79': 1.0}, 'throwInsAccurate': {'3': 1.0, '4': 1.0, '8': 1.0, '32': 1.0, '54': 2.0, '55': 1.0, '59': 1.0, '79': 1.0}, 'tacklesTotal': {'28': 1.0, '41': 1.0, '5': 1.0}, 'tackleSuccessful': {'28': 1.0, '41': 1.0}, 'tackleUnsuccesful': {'5': 1.0}, 'tackleSuccess': {'28': 100.0, '41': 100.0, '5': 0.0}, 'dribbledPast': {'5': 1.0}, 'dribblesWon': {'23': 1.0, '36': 1.0}, 'dribblesAttempted': {'23': 1.0, '36': 1.0}, 'dribbleSuccess': {'23': 100.0, '36': 100.0}}",,,,,,,698
69335,4,Guram Kashia,DC,185,87,37,True,False,home,"{'possession': {'2': 1.0, '3': 2.0, '8': 1.0, '9': 1.0, '10': 1.0, '11': 2.0, '12': 1.0, '30': 2.0, '32': 1.0, '48': 1.0, '54': 3.0, '55': 3.0, '59': 1.0, '71': 1.0, '83': 2.0, '92': 1.0}, 'ratings': {'0': 6.0, '2': 5.99, '3': 5.96, '5': 6.01, '7': 5.9, '8': 5.9, '9': 5.9, '10': 5.91, '11': 5.91, '12': 5.95, '14': 5.75, '21': 5.71, '30': 5.75, '32': 5.74, '44': 5.94, '48': 5.94, '49': 5.99, '50': 6.08, '53': 6.16, '54': 6.17, '55': 6.17, '58': 5.97, '59': 5.97, '65': 6.02, '66': 6.01, '71': 6.11, '74': 5.91, '82': 5.96, '83': 5.94, '86': 5.99, '88': 6.13, '90': 6.31, '92': 6.45}, 'clearances': {'5': 1.0, '12': 1.0, '49': 1.0, '65': 1.0, '82': 1.0, '86': 1.0, '90': 1.0, '92': 1.0}, 'interceptions': {'44': 1.0, '71': 1.0}, 'touches': {'2': 1.0, '3': 2.0, '5': 1.0, '7': 1.0, '8': 1.0, '9': 1.0, '10': 1.0, '11': 2.0, '12': 2.0, '29': 1.0, '30': 3.0, '32': 1.0, '44': 1.0, '48': 1.0, '49': 1.0, '50': 1.0, '53': 1.0, '54': 3.0, '55': 3.0, '59': 1.0, '65': 1.0, '70': 1.0, '71': 2.0, '82': 1.0, '83': 2.0, '86': 1.0, '88': 1.0, '90': 2.0, '92': 3.0}, 'passesTotal': {'8': 1.0, '9': 1.0, '10': 1.0, '11': 2.0, '30': 2.0, '48': 1.0, '54': 3.0, '55': 3.0, '59': 1.0, '71': 1.0, '83': 2.0, '92': 1.0, '2': 1.0, '3': 2.0, '12': 1.0, '32': 1.0}, 'passesAccurate': {'8': 1.0, '9': 1.0, '10': 1.0, '11': 2.0, '30': 2.0, '48': 1.0, '54': 2.0, '55': 3.0, '59': 1.0, '71': 1.0, '83': 1.0, '92': 1.0}, 'passSuccess': {'8': 100.0, '9': 100.0, '10': 100.0, '11': 100.0, '30': 100.0, '48': 100.0, '54': 66.67, '55': 100.0, '59': 100.0, '71': 100.0, '83': 50.0, '92': 100.0, '2': 0.0, '3': 0.0, '12': 0.0, '32': 0.0}, 'aerialsTotal': {'66': 1.0}, 'defensiveAerials': {'66': 1.0}, 'tacklesTotal': {'88': 1.0, '90': 1.0, '53': 1.0, '92': 1.0, '21': 1.0}, 'tackleSuccessful': {'88': 1.0, '90': 1.0, '53': 1.0, '92': 1.0}, 'tackleUnsuccesful': {'21': 1.0}, 'tackleSuccess': {'88': 100.0, '90': 100.0, '53': 100.0, '92': 100.0, '21': 0.0}, 'dribbledPast': {'21': 1.0}}",,,,,,,698
113515,12,Kenan Bajric,DC,188,83,29,True,False,home,"{'possession': {'2': 1.0, '8': 1.0, '18': 1.0, '25': 1.0, '30': 1.0, '34': 2.0, '36': 1.0, '37': 1.0, '38': 2.0, '40': 1.0, '53': 1.0, '55': 2.0, '59': 1.0, '60': 1.0, '71': 3.0, '73': 1.0, '77': 1.0, '83': 1.0}, 'ratings': {'0': 6.0, '1': 6.05, '2': 6.05, '6': 6.1, '7': 5.9, '8': 5.89, '14': 5.7, '17': 5.74, '18': 5.74, '19': 5.78, '22': 5.84, '23': 5.88, '25': 5.89, '30': 5.89, '34': 6.0, '36': 5.99, '37': 6.0, '38': 5.98, '40': 5.99, '50': 6.04, '53': 6.02, '55': 6.03, '58': 5.83, '59': 5.83, '60': 6.05, '71': 6.06, '73': 6.19, '74': 5.99, '77': 5.98, '83': 5.96, '92': 6.01}, 'clearances': {'1': 1.0, '6': 1.0, '17': 1.0, '19': 1.0, '22': 1.0, '23': 1.0, '50': 1.0, '60': 1.0, '92': 1.0}, 'interceptions': {'34': 1.0}, 'touches': {'1': 1.0, '2': 1.0, '6': 1.0, '8': 1.0, '17': 1.0, '18': 2.0, '19': 1.0, '22': 1.0, '23': 1.0, '25': 1.0, '29': 1.0, '30': 1.0, '34': 3.0, '36': 1.0, '37': 1.0, '38': 2.0, '40': 1.0, '42': 1.0, '50': 1.0, '53': 1.0, '55': 2.0, '59': 1.0, '60': 2.0, '71': 3.0, '73': 2.0, '77': 1.0, '83': 1.0, '92': 1.0}, 'passesTotal': {'2': 1.0, '25': 1.0, '30': 1.0, '34': 2.0, '37': 1.0, '38': 2.0, '40': 1.0, '55': 2.0, '59': 1.0, '60': 1.0, '71': 3.0, '8': 1.0, '18': 1.0, '36': 1.0, '53': 1.0, '73': 1.0, '77': 1.0, '83': 1.0}, 'passesAccurate': {'2': 1.0, '25': 1.0, '30': 1.0, '34': 2.0, '37': 1.0, '38': 1.0, '40': 1.0, '55': 2.0, '59': 1.0, '60': 1.0, '71': 3.0}, 'passesKey': {'60': 1.0}, 'passSuccess': {'2': 100.0, '25': 100.0, '30': 100.0, '34': 100.0, '37': 100.0, '38': 50.0, '40': 100.0, '55': 100.0, '59': 100.0, '60': 100.0, '71': 100.0, '8': 0.0, '18': 0.0, '36': 0.0, '53': 0.0, '73': 0.0, '77': 0.0, '83': 0.0}, 'aerialsTotal': {'60': 1.0}, 'aerialsWon': {'60': 1.0}, 'defensiveAerials': {'60': 1.0}, 'tacklesTotal': {'73': 1.0}, 'tackleSuccessful': {'73': 1.0}, 'tackleSuccess': {'73': 100.0}}",,,,,,,698
101550,6,Kevin Wimmer,DL,187,85,31,True,False,home,"{'possession': {'13': 1.0, '20': 1.0, '24': 1.0, '25': 1.0, '30': 3.0, '34': 1.0, '38': 1.0, '40': 1.0, '46': 1.0, '55': 1.0, '63': 1.0, '69': 2.0, '79': 1.0, '82': 1.0, '83': 1.0, '91': 1.0}, 'ratings': {'0': 6.05, '3': 6.1, '4': 6.09, '7': 5.92, '9': 5.97, '10': 6.07, '13': 6.27, '14': 6.11, '20': 6.09, '21': 6.14, '22': 6.19, '24': 6.2, '25': 6.19, '28': 6.16, '30': 6.49, '34': 6.49, '38': 6.49, '39': 6.53, '40': 6.53, '46': 6.52, '47': 6.5, '48': 6.47, '55': 6.47, '58': 6.3, '60': 6.29, '63': 6.3, '69': 6.29, '74': 6.11, '79': 6.11, '81': 6.12, '82': 6.11, '83': 6.11, '86': 6.19, '89': 6.18, '91': 6.17}, 'shotsTotal': {'60': 1.0}, 'shotsOffTarget': {'60': 1.0}, 'clearances': {'3': 1.0, '21': 1.0, '22': 1.0, '39': 1.0}, 'interceptions': {'10': 1.0, '13': 1.0}, 'touches': {'0': 1.0, '3': 1.0, '4': 1.0, '9': 1.0, '10': 1.0, '13': 2.0, '18': 1.0, '20': 1.0, '21': 1.0, '22': 1.0, '24': 2.0, '25': 1.0, '30': 5.0, '34': 1.0, '38': 1.0, '39': 1.0, '40': 1.0, '46': 1.0, '48': 1.0, '52': 1.0, '55': 1.0, '60': 1.0, '63': 1.0, '66': 1.0, '69': 2.0, '77': 1.0, '79': 1.0, '80': 1.0, '82': 1.0, '83': 1.0, '86': 1.0, '87': 1.0, '91': 1.0, '92': 1.0}, 'passesTotal': {'24': 1.0, '30': 3.0, '34': 1.0, '38': 1.0, '40': 1.0, '55': 1.0, '63': 1.0, '69': 2.0, '79': 1.0, '83': 1.0, '13': 1.0, '20': 1.0, '25': 1.0, '46': 1.0, '82': 1.0, '91': 1.0}, 'passesAccurate': {'24': 1.0, '30': 2.0, '34': 1.0, '38': 1.0, '40': 1.0, '55': 1.0, '63': 1.0, '69': 1.0, '79': 1.0, '83': 1.0}, 'passSuccess': {'24': 100.0, '30': 66.67, '34': 100.0, '38': 100.0, '40': 100.0, '55': 100.0, '63': 100.0, '69': 50.0, '79': 100.0, '83': 100.0, '13': 0.0, '20': 0.0, '25': 0.0, '46': 0.0, '82': 0.0, '91': 0.0}, 'aerialsTotal': {'39': 1.0, '47': 1.0, '74': 1.0, '89': 1.0}, 'offensiveAerials': {'47': 1.0}, 'defensiveAerials': {'39': 1.0, '74': 1.0, '89': 1.0}, 'throwInsTotal': {'24': 1.0, '52': 1.0, '66': 1.0, '80': 1.0}, 'throwInsAccurate': {'24': 1.0, '52': 1.0, '66': 1.0, '80': 1.0}, 'tacklesTotal': {'86': 1.0, '28': 1.0}, 'tackleSuccessful': {'86': 1.0}, 'tackleUnsuccesful': {'28': 1.0}, 'tackleSuccess': {'86': 100.0, '28': 0.0}, 'dribbledPast': {'28': 1.0}, 'dribblesWon': {'30': 2.0}, 'dribblesAttempted': {'30': 2.0, '4': 1.0}, 'dribblesLost': {'4': 1.0}, 'dribbleSuccess': {'30': 100.0, '4': 0.0}}",,,,,,,698
146011,88,Kyriakos Savvidis,DMC,181,78,29,True,False,home,"{'possession': {'4': 1.0, '9': 1.0, '11': 1.0, '24': 2.0, '25': 1.0, '30': 1.0, '38': 1.0, '40': 2.0, '41': 1.0, '46': 1.0, '47': 2.0, '53': 1.0, '71': 3.0, '79': 1.0}, 'ratings': {'0': 6.0, '4': 5.99, '7': 5.84, '9': 5.84, '11': 5.85, '14': 5.7, '18': 5.9, '22': 6.03, '24': 6.03, '25': 6.03, '27': 6.0, '28': 6.13, '30': 6.14, '38': 6.14, '39': 6.15, '40': 6.16, '41': 6.17, '43': 6.3, '46': 6.4, '47': 6.39, '50': 6.47, '53': 6.4, '58': 6.25, '69': 6.29, '71': 6.47, '74': 6.32, '76': 6.37, '79': 6.37, '84': 6.42}, 'clearances': {'22': 1.0, '76': 1.0, '84': 1.0}, 'interceptions': {'18': 1.0, '46': 1.0}, 'touches': {'4': 1.0, '9': 1.0, '11': 1.0, '18': 1.0, '22': 1.0, '24': 2.0, '25': 1.0, '28': 1.0, '30': 1.0, '35': 1.0, '37': 1.0, '38': 1.0, '39': 2.0, '40': 2.0, '41': 1.0, '43': 1.0, '46': 2.0, '47': 2.0, '50': 1.0, '53': 1.0, '57': 1.0, '62': 1.0, '66': 1.0, '69': 1.0, '71': 4.0, '76': 1.0, '79': 1.0, '81': 1.0, '84': 1.0}, 'passesTotal': {'9': 1.0, '11': 1.0, '24': 2.0, '25': 1.0, '30': 1.0, '38': 1.0, '40': 2.0, '41': 1.0, '46': 1.0, '47': 2.0, '71': 3.0, '79': 1.0, '4': 1.0, '53': 1.0}, 'passesAccurate': {'9': 1.0, '11': 1.0, '24': 2.0, '25': 1.0, '30': 1.0, '38': 1.0, '40': 2.0, '41': 1.0, '46': 1.0, '47': 1.0, '71': 3.0, '79': 1.0}, 'passSuccess': {'9': 100.0, '11': 100.0, '24': 100.0, '25': 100.0, '30': 100.0, '38': 100.0, '40': 100.0, '41': 100.0, '46': 100.0, '47': 50.0, '71': 100.0, '79': 100.0, '4': 0.0, '53': 0.0}, 'aerialsTotal': {'22': 1.0}, 'aerialsWon': {'22': 1.0}, 'defensiveAerials': {'22': 1.0}, 'tacklesTotal': {'28': 1.0, '43': 1.0, '27': 1.0, '53': 2.0}, 'tackleSuccessful': {'28': 1.0, '43': 1.0}, 'tackleUnsuccesful': {'27': 1.0, '53': 2.0}, 'tackleSuccess': {'28': 100.0, '43': 100.0, '27': 0.0, '53': 0.0}, 'dribbledPast': {'27': 1.0, '53': 2.0}, 'dribblesWon': {'71': 1.0}, 'dribblesAttempted': {'71': 1.0, '39': 1.0}, 'dribblesLost': {'39': 1.0}, 'dribbleSuccess': {'71': 100.0, '39': 0.0}}",,,,,,,698
383833,77,Danylo Ignatenko,DMC,189,84,27,True,False,home,"{'possession': {'3': 2.0, '11': 1.0, '15': 1.0, '40': 2.0, '48': 2.0, '51': 1.0, '54': 1.0, '55': 5.0, '59': 1.0}, 'ratings': {'0': 6.0, '3': 5.99, '7': 5.84, '8': 5.81, '11': 5.81, '14': 5.66, '15': 5.66, '21': 5.71, '38': 5.79, '39': 5.84, '40': 5.85, '48': 5.87, '51': 5.88, '54': 5.88, '55': 5.9, '58': 5.75, '59': 5.75, '60': 5.72}, 'clearances': {'39': 1.0}, 'touches': {'3': 2.0, '8': 2.0, '11': 1.0, '15': 2.0, '21': 1.0, '38': 1.0, '39': 1.0, '40': 2.0, '48': 2.0, '51': 1.0, '54': 1.0, '55': 5.0, '59': 1.0}, 'passesTotal': {'3': 2.0, '11': 1.0, '15': 1.0, '40': 2.0, '48': 2.0, '51': 1.0, '54': 1.0, '55': 5.0, '59': 1.0}, 'passesAccurate': {'3': 1.0, '11': 1.0, '15': 1.0, '40': 2.0, '48': 2.0, '51': 1.0, '54': 1.0, '55': 5.0, '59': 1.0}, 'passSuccess': {'3': 50.0, '11': 100.0, '15': 100.0, '40': 100.0, '48': 100.0, '51': 100.0, '54': 100.0, '55': 100.0, '59': 100.0}, 'tacklesTotal': {'38': 1.0, '60': 1.0}, 'tackleSuccessful': {'38': 1.0}, 'tackleUnsuccesful': {'60': 1.0}, 'tackleSuccess': {'38': 100.0, '60': 0.0}, 'dribbledPast': {'60': 1.0}, 'dispossessed': {'8': 1.0}}",485690.0,"{'value': 2, 'displayName': 'SecondHalf'}",63.0,,,,698
203838,11,Tigran Barseghyan,AMR,179,0,31,True,False,home,"{'possession': {'1': 1.0, '8': 1.0, '10': 1.0, '15': 1.0, '30': 1.0, '34': 1.0, '36': 2.0, '48': 1.0, '50': 1.0, '51': 1.0, '60': 1.0, '75': 1.0}, 'ratings': {'0': 6.0, '1': 5.99, '7': 5.89, '8': 5.89, '9': 5.86, '10': 5.94, '11': 5.92, '14': 5.82, '15': 5.82, '18': 5.81, '22': 5.79, '25': 5.77, '29': 5.78, '30': 5.78, '34': 5.77, '36': 5.84, '43': 5.82, '46': 5.81, '48': 5.82, '50': 5.82, '51': 5.83, '53': 5.81, '58': 5.71, '59': 5.7, '60': 5.7, '70': 5.69, '74': 5.59, '75': 5.57, '79': 5.54, '83': 5.66}, 'shotsTotal': {'57': 1.0}, 'shotsBlocked': {'57': 1.0}, 'touches': {'1': 1.0, '8': 1.0, '9': 1.0, '10': 1.0, '11': 2.0, '15': 1.0, '22': 1.0, '30': 1.0, '34': 1.0, '36': 2.0, '46': 1.0, '48': 1.0, '50': 1.0, '51': 1.0, '57': 1.0, '59': 1.0, '60': 1.0, '75': 1.0, '79': 1.0, '83': 1.0}, 'passesTotal': {'8': 1.0, '15': 1.0, '30': 1.0, '36': 2.0, '48': 1.0, '50': 1.0, '51': 1.0, '60': 1.0, '1': 1.0, '10': 1.0, '34': 1.0, '75': 1.0}, 'passesAccurate': {'8': 1.0, '15': 1.0, '30': 1.0, '36': 1.0, '48': 1.0, '50': 1.0, '51': 1.0, '60': 1.0}, 'passSuccess': {'8': 100.0, '15': 100.0, '30': 100.0, '36': 50.0, '48': 100.0, '50': 100.0, '51': 100.0, '60': 100.0, '1': 0.0, '10': 0.0, '34': 0.0, '75': 0.0}, 'aerialsTotal': {'10': 1.0, '36': 1.0, '83': 1.0, '53': 1.0}, 'aerialsWon': {'10': 1.0, '36': 1.0, '83': 1.0}, 'aerialSuccess': {'53': 0.0}, 'offensiveAerials': {'10': 1.0, '53': 1.0, '83': 1.0}, 'defensiveAerials': {'36': 1.0}, 'offsidesCaught': {'25': 1.0, '43': 1.0, '70': 1.0}, 'foulsCommited': {'18': 1.0}, 'dribblesAttempted': {'11': 1.0, '22': 1.0, '46': 1.0, '59': 1.0}, 'dribblesLost': {'11': 1.0, '22': 1.0, '46': 1.0, '59': 1.0}}",90987.0,"{'value': 2, 'displayName': 'SecondHalf'}",85.0,,,,698
404276,10,Marko Tolic,AMC,0,0,28,True,False,home,"{'possession': {'1': 1.0, '11': 2.0, '13': 1.0, '24': 4.0, '27': 1.0, '32': 1.0, '34': 1.0, '36': 1.0, '37': 1.0, '40': 1.0, '47': 1.0, '48': 1.0, '55': 2.0, '57': 2.0, '59': 3.0, '66': 2.0, '68': 1.0, '75': 1.0, '77': 1.0}, 'ratings': {'0': 6.0, '1': 5.98, '4': 6.11, '7': 6.01, '11': 6.0, '13': 5.99, '14': 5.89, '19': 6.02, '22': 5.99, '24': 5.98, '27': 5.97, '32': 5.95, '34': 5.96, '36': 5.95, '37': 5.95, '39': 5.92, '40': 5.92, '41': 5.9, '47': 6.08, '48': 6.08, '51': 6.06, '55': 6.06, '57': 6.06, '58': 5.97, '59': 5.96, '66': 5.95, '68': 5.95, '74': 5.85, '75': 6.02, '77': 6.0}, 'shotsTotal': {'1': 1.0}, 'shotsOffTarget': {'1': 1.0}, 'touches': {'1': 2.0, '4': 2.0, '11': 2.0, '13': 1.0, '19': 1.0, '22': 1.0, '24': 4.0, '27': 1.0, '32': 1.0, '34': 1.0, '36': 1.0, '37': 1.0, '39': 1.0, '40': 1.0, '47': 3.0, '48': 1.0, '51': 2.0, '55': 2.0, '57': 2.0, '59': 3.0, '66': 2.0, '68': 1.0, '75': 2.0, '77': 1.0}, 'passesTotal': {'1': 1.0, '11': 2.0, '24': 4.0, '34': 1.0, '37': 1.0, '40': 1.0, '47': 1.0, '48': 1.0, '55': 2.0, '57': 2.0, '59': 3.0, '66': 2.0, '68': 1.0, '75': 1.0, '27': 1.0, '32': 1.0, '77': 1.0}, 'passesAccurate': {'1': 1.0, '11': 1.0, '24': 3.0, '34': 1.0, '37': 1.0, '40': 1.0, '47': 1.0, '48': 1.0, '55': 2.0, '57': 2.0, '59': 2.0, '66': 1.0, '68': 1.0, '75': 1.0}, 'passSuccess': {'1': 100.0, '11': 50.0, '24': 75.0, '34': 100.0, '37': 100.0, '40': 100.0, '47': 100.0, '48': 100.0, '55': 100.0, '57': 100.0, '59': 66.67, '66': 50.0, '68': 100.0, '75': 100.0, '27': 0.0, '32': 0.0, '77': 0.0}, 'offsidesCaught': {'41': 1.0}, 'tacklesTotal': {'19': 1.0}, 'tackleSuccessful': {'19': 1.0}, 'tackleSuccess': {'19': 100.0}, 'dribblesWon': {'4': 1.0, '47': 1.0, '75': 1.0}, 'dribblesAttempted': {'4': 1.0, '47': 1.0, '75': 1.0}, 'dribbleSuccess': {'4': 100.0, '47': 100.0, '75': 100.0}, 'dispossessed': {'22': 1.0, '39': 1.0}}",98079.0,"{'value': 2, 'displayName': 'SecondHalf'}",78.0,,,,698
70286,7,Vladimír Weiss,AML,173,71,34,True,False,home,"{'possession': {'1': 1.0, '13': 1.0, '24': 1.0, '28': 1.0, '34': 1.0, '40': 2.0, '43': 1.0, '47': 1.0, '48': 2.0, '49': 1.0, '51': 1.0, '54': 2.0, '55': 2.0, '57': 2.0, '59': 1.0}, 'ratings': {'0': 5.97, '1': 6.22, '4': 6.3, '5': 6.39, '7': 6.29, '13': 6.42, '14': 6.32, '19': 6.29, '20': 6.34, '24': 6.37, '28': 6.38, '34': 6.36, '40': 6.36, '43': 6.36, '47': 6.36, '48': 6.37, '49': 6.37, '51': 6.49, '54': 6.48, '55': 6.49, '57': 6.65, '58': 6.55, '59': 6.55, '62': 6.59}, 'touches': {'1': 2.0, '4': 1.0, '5': 1.0, '13': 2.0, '20': 1.0, '24': 2.0, '28': 1.0, '34': 1.0, '37': 1.0, '40': 2.0, '43': 2.0, '47': 1.0, '48': 2.0, '49': 1.0, '51': 2.0, '54': 3.0, '55': 2.0, '57': 3.0, '59': 1.0, '62': 1.0}, 'passesTotal': {'1': 1.0, '13': 1.0, '28': 1.0, '40': 2.0, '43': 1.0, '47': 1.0, '48': 2.0, '54': 2.0, '55': 2.0, '57': 2.0, '59': 1.0, '24': 1.0, '34': 1.0, '49': 1.0, '51': 1.0}, 'passesAccurate': {'1': 1.0, '13': 1.0, '28': 1.0, '40': 1.0, '43': 1.0, '47': 1.0, '48': 2.0, '54': 2.0, '55': 2.0, '57': 1.0, '59': 1.0}, 'passesKey': {'1': 1.0}, 'passSuccess': {'1': 100.0, '13': 100.0, '28': 100.0, '40': 50.0, '43': 100.0, '47': 100.0, '48': 100.0, '54': 100.0, '55': 100.0, '57': 50.0, '59': 100.0, '24': 0.0, '34': 0.0, '49': 0.0, '51': 0.0}, 'tacklesTotal': {'13': 1.0, '51': 1.0, '4': 1.0, '5': 1.0, '0': 1.0, '19': 1.0}, 'tackleSuccessful': {'13': 1.0, '51': 1.0, '4': 1.0, '5': 1.0}, 'tackleUnsuccesful': {'0': 1.0, '19': 1.0}, 'tackleSuccess': {'13': 100.0, '51': 100.0, '4': 100.0, '5': 100.0, '0': 0.0, '19': 0.0}, 'dribbledPast': {'0': 1.0, '19': 1.0}, 'dribblesWon': {'1': 1.0, '57': 1.0}, 'dribblesAttempted': {'1': 1.0, '57': 1.0, '54': 1.0}, 'dribblesLost': {'54': 1.0}, 'dribbleSuccess': {'1': 100.0, '57': 100.0, '54': 0.0}}",485515.0,"{'value': 2, 'displayName': 'SecondHalf'}",63.0,,,,698
