,playerId,shirtNo,name,position,height,weight,age,isFirstEleven,isManOfTheMatch,field,stats,subbedInPlayerId,subbedOutPeriod,subbedOutExpandedMinute,subbedInPeriod,subbedInExpandedMinute,subbedOutPlayerId,teamId
0,401153,33,Ricardo Velho,GK,188,88,26,True,False,home,"{'totalSaves': {'3': 2.0, '15': 1.0, '26': 1.0, '98': 1.0}, 'collected': {'3': 1.0, '98': 1.0}, 'parriedSafe': {'3': 1.0}, 'parriedDanger': {'15': 1.0, '26': 1.0}, 'possession': {'3': 1.0, '4': 1.0, '8': 1.0, '12': 1.0, '14': 1.0, '17': 1.0, '19': 1.0, '20': 1.0, '24': 1.0, '30': 1.0, '31': 1.0, '32': 1.0, '42': 1.0, '52': 1.0, '60': 1.0, '62': 4.0, '67': 1.0, '69': 1.0, '74': 1.0, '78': 1.0, '89': 1.0, '92': 1.0, '95': 2.0}, 'ratings': {'0': 6.0, '2': 6.1, '3': 6.66, '4': 6.66, '8': 6.67, '12': 6.68, '14': 6.68, '15': 6.88, '17': 6.9, '19': 6.9, '20': 6.89, '22': 6.94, '24': 6.94, '26': 7.04, '30': 7.04, '31': 7.04, '32': 7.03, '40': 6.76, '42': 6.77, '52': 6.76, '54': 6.86, '60': 6.84, '62': 6.85, '67': 6.85, '69': 6.86, '70': 6.6, '73': 6.33, '74': 6.32, '78': 6.33, '85': 6.07, '89': 6.06, '92': 6.05, '95': 6.04, '98': 6.24}, 'clearances': {'2': 1.0, '22': 1.0, '54': 1.0}, 'touches': {'2': 1.0, '3': 3.0, '4': 1.0, '8': 1.0, '12': 1.0, '14': 1.0, '15': 1.0, '17': 1.0, '19': 1.0, '20': 1.0, '22': 1.0, '24': 1.0, '26': 1.0, '30': 1.0, '31': 1.0, '32': 1.0, '42': 1.0, '52': 1.0, '54': 1.0, '60': 1.0, '62': 4.0, '67': 1.0, '69': 1.0, '74': 1.0, '78': 1.0, '89': 1.0, '92': 1.0, '95': 2.0, '98': 1.0}, 'passesTotal': {'4': 1.0, '12': 1.0, '17': 1.0, '19': 1.0, '24': 1.0, '30': 1.0, '31': 1.0, '42': 1.0, '62': 4.0, '69': 1.0, '78': 1.0, '95': 2.0, '3': 1.0, '14': 1.0, '20': 1.0, '32': 1.0, '52': 1.0, '60': 1.0, '74': 1.0, '89': 1.0, '92': 1.0}, 'passesAccurate': {'4': 1.0, '12': 1.0, '17': 1.0, '19': 1.0, '24': 1.0, '30': 1.0, '31': 1.0, '42': 1.0, '62': 3.0, '69': 1.0, '78': 1.0, '95': 1.0}, 'passSuccess': {'4': 100.0, '12': 100.0, '17': 100.0, '19': 100.0, '24': 100.0, '30': 100.0, '31': 100.0, '42': 100.0, '62': 75.0, '69': 100.0, '78': 100.0, '95': 50.0, '3': 0.0, '14': 0.0, '20': 0.0, '32': 0.0, '52': 0.0, '60': 0.0, '74': 0.0, '89': 0.0, '92': 0.0}}",,,,,,,263
1,535028,70,Rivaldo Morais,DR,184,62,24,True,False,home,"{'possession': {'5': 2.0, '6': 2.0, '18': 3.0, '25': 1.0, '31': 2.0, '33': 1.0, '34': 2.0, '43': 1.0, '47': 1.0, '51': 1.0, '62': 2.0, '65': 4.0, '66': 1.0, '67': 1.0, '68': 1.0, '69': 1.0, '71': 1.0, '77': 1.0, '80': 1.0, '93': 2.0, '95': 1.0}, 'ratings': {'0': 6.13, '5': 6.12, '6': 6.12, '12': 6.15, '18': 6.15, '22': 6.24, '25': 6.32, '26': 6.15, '31': 6.13, '32': 6.18, '33': 6.17, '34': 6.18, '40': 6.01, '43': 6.02, '47': 6.02, '51': 6.01, '52': 6.19, '53': 6.3, '57': 6.28, '59': 6.38, '60': 6.51, '62': 6.52, '65': 6.52, '66': 6.52, '67': 6.53, '68': 6.52, '69': 6.52, '70': 6.36, '71': 6.36, '73': 6.19, '77': 6.2, '80': 6.2, '85': 6.03, '92': 6.18, '93': 6.17, '95': 6.18}, 'shotsTotal': {'77': 1.0}, 'shotsBlocked': {'77': 1.0}, 'clearances': {'32': 1.0, '52': 1.0, '92': 1.0}, 'interceptions': {'25': 1.0, '53': 1.0, '59': 1.0, '92': 1.0}, 'touches': {'0': 1.0, '5': 2.0, '6': 2.0, '12': 1.0, '18': 3.0, '22': 1.0, '25': 2.0, '31': 3.0, '32': 1.0, '33': 1.0, '34': 2.0, '36': 1.0, '43': 1.0, '47': 1.0, '51': 1.0, '52': 2.0, '53': 1.0, '59': 1.0, '60': 1.0, '61': 1.0, '62': 3.0, '65': 4.0, '66': 1.0, '67': 1.0, '68': 2.0, '69': 1.0, '71': 1.0, '77': 2.0, '80': 1.0, '92': 2.0, '93': 2.0, '95': 1.0}, 'passesTotal': {'5': 2.0, '6': 2.0, '18': 3.0, '34': 2.0, '43': 1.0, '47': 1.0, '62': 2.0, '65': 3.0, '66': 1.0, '67': 1.0, '69': 1.0, '71': 1.0, '77': 1.0, '80': 1.0, '93': 2.0, '95': 1.0, '25': 1.0, '31': 2.0, '33': 1.0, '68': 1.0}, 'passesAccurate': {'5': 1.0, '6': 1.0, '18': 1.0, '34': 2.0, '43': 1.0, '47': 1.0, '62': 2.0, '65': 3.0, '66': 1.0, '67': 1.0, '69': 1.0, '71': 1.0, '77': 1.0, '80': 1.0, '93': 1.0, '95': 1.0}, 'passSuccess': {'5': 50.0, '6': 50.0, '18': 33.33, '34': 100.0, '43': 100.0, '47': 100.0, '62': 100.0, '65': 100.0, '66': 100.0, '67': 100.0, '69': 100.0, '71': 100.0, '77': 100.0, '80': 100.0, '93': 50.0, '95': 100.0, '25': 0.0, '31': 0.0, '33': 0.0, '68': 0.0}, 'throwInsTotal': {'31': 1.0, '61': 1.0, '62': 1.0, '68': 1.0}, 'throwInsAccurate': {'31': 1.0, '62': 1.0, '68': 1.0}, 'foulsCommited': {'57': 1.0}, 'tacklesTotal': {'0': 1.0, '52': 1.0, '60': 1.0}, 'tackleSuccessful': {'0': 1.0, '52': 1.0, '60': 1.0}, 'tackleSuccess': {'0': 100.0, '52': 100.0, '60': 100.0}}",,,,,,,263
2,361912,44,Lucas Áfrico,DC,185,79,29,True,False,home,"{'possession': {'4': 1.0, '8': 2.0, '9': 1.0, '10': 1.0, '24': 1.0, '27': 1.0, '30': 1.0, '42': 1.0, '46': 1.0, '47': 1.0, '50': 2.0, '56': 1.0, '62': 2.0, '65': 1.0, '68': 1.0, '74': 2.0, '77': 1.0, '80': 1.0, '84': 2.0, '86': 1.0}, 'ratings': {'0': 5.98, '4': 5.99, '5': 6.08, '8': 6.09, '9': 6.09, '10': 6.1, '15': 6.15, '22': 6.25, '24': 6.25, '26': 6.1, '27': 6.12, '30': 6.12, '36': 5.69, '40': 5.49, '42': 5.49, '46': 5.48, '47': 5.48, '50': 5.59, '56': 5.6, '62': 5.6, '64': 5.68, '65': 5.68, '68': 5.69, '70': 5.49, '73': 4.79, '74': 4.79, '77': 4.78, '80': 4.79, '84': 4.8, '85': 4.6, '86': 4.59, '88': 4.47, '94': 4.45, '98': 4.5}, 'shotsTotal': {'64': 1.0}, 'shotsBlocked': {'64': 1.0}, 'clearances': {'15': 1.0, '22': 1.0, '26': 1.0, '98': 1.0}, 'interceptions': {'50': 1.0}, 'touches': {'1': 1.0, '4': 1.0, '5': 1.0, '8': 2.0, '9': 1.0, '10': 1.0, '15': 1.0, '22': 2.0, '24': 1.0, '26': 1.0, '27': 1.0, '30': 1.0, '42': 1.0, '43': 1.0, '46': 1.0, '47': 1.0, '50': 3.0, '56': 1.0, '62': 2.0, '64': 1.0, '65': 1.0, '68': 1.0, '73': 1.0, '74': 2.0, '77': 1.0, '80': 1.0, '84': 2.0, '86': 1.0, '98': 1.0}, 'passesTotal': {'4': 1.0, '8': 2.0, '9': 1.0, '10': 1.0, '24': 1.0, '27': 1.0, '30': 1.0, '42': 1.0, '47': 1.0, '50': 2.0, '56': 1.0, '62': 2.0, '65': 1.0, '68': 1.0, '74': 2.0, '80': 1.0, '84': 2.0, '46': 1.0, '77': 1.0, '86': 1.0}, 'passesAccurate': {'4': 1.0, '8': 2.0, '9': 1.0, '10': 1.0, '24': 1.0, '27': 1.0, '30': 1.0, '42': 1.0, '47': 1.0, '50': 2.0, '56': 1.0, '62': 2.0, '65': 1.0, '68': 1.0, '74': 2.0, '80': 1.0, '84': 2.0}, 'passSuccess': {'4': 100.0, '8': 100.0, '9': 100.0, '10': 100.0, '24': 100.0, '27': 100.0, '30': 100.0, '42': 100.0, '47': 100.0, '50': 100.0, '56': 100.0, '62': 100.0, '65': 100.0, '68': 100.0, '74': 100.0, '80': 100.0, '84': 100.0, '46': 0.0, '77': 0.0, '86': 0.0}, 'aerialsTotal': {'64': 1.0, '0': 1.0}, 'aerialsWon': {'64': 1.0}, 'aerialSuccess': {'0': 0.0}, 'offensiveAerials': {'0': 1.0, '64': 1.0}, 'foulsCommited': {'36': 1.0, '88': 1.0, '94': 1.0}, 'tacklesTotal': {'22': 1.0}, 'tackleUnsuccesful': {'22': 1.0}, 'dribbledPast': {'22': 1.0}}",,,,,,,263
3,433966,3,Marco Moreno,DC,191,83,23,True,False,home,"{'possession': {'0': 1.0, '5': 1.0, '8': 1.0, '13': 1.0, '18': 1.0, '22': 1.0, '24': 2.0, '29': 1.0, '42': 2.0, '47': 1.0, '62': 1.0, '65': 1.0, '68': 2.0, '71': 1.0, '79': 1.0, '80': 1.0, '91': 2.0, '93': 1.0}, 'ratings': {'0': 6.01, '2': 6.08, '5': 6.09, '6': 6.17, '8': 6.16, '10': 6.14, '12': 6.23, '13': 6.22, '18': 6.22, '19': 6.19, '22': 6.17, '23': 6.27, '24': 6.29, '25': 6.34, '26': 6.14, '29': 6.14, '40': 5.94, '42': 5.93, '45': 5.98, '47': 5.99, '54': 6.07, '55': 5.92, '58': 6.05, '60': 6.1, '61': 6.15, '62': 6.16, '64': 6.17, '65': 6.17, '68': 6.18, '70': 5.98, '71': 5.98, '73': 5.78, '75': 5.92, '79': 5.93, '80': 6.01, '85': 5.81, '91': 5.8, '93': 5.81, '95': 5.89}, 'clearances': {'25': 1.0, '45': 1.0, '60': 1.0, '61': 1.0}, 'interceptions': {'23': 1.0}, 'touches': {'0': 1.0, '2': 1.0, '5': 1.0, '6': 1.0, '8': 1.0, '12': 1.0, '13': 1.0, '18': 1.0, '22': 1.0, '23': 1.0, '24': 2.0, '25': 1.0, '29': 1.0, '42': 2.0, '45': 1.0, '47': 1.0, '54': 1.0, '58': 1.0, '60': 1.0, '61': 1.0, '62': 1.0, '65': 1.0, '68': 2.0, '71': 1.0, '75': 1.0, '79': 1.0, '80': 2.0, '91': 2.0, '93': 1.0, '95': 1.0}, 'passesTotal': {'0': 1.0, '5': 1.0, '18': 1.0, '24': 2.0, '29': 1.0, '42': 2.0, '47': 1.0, '62': 1.0, '65': 1.0, '68': 2.0, '71': 1.0, '79': 1.0, '80': 1.0, '91': 2.0, '93': 1.0, '8': 1.0, '13': 1.0, '22': 1.0}, 'passesAccurate': {'0': 1.0, '5': 1.0, '18': 1.0, '24': 2.0, '29': 1.0, '42': 1.0, '47': 1.0, '62': 1.0, '65': 1.0, '68': 2.0, '71': 1.0, '79': 1.0, '80': 1.0, '91': 1.0, '93': 1.0}, 'passSuccess': {'0': 100.0, '5': 100.0, '18': 100.0, '24': 100.0, '29': 100.0, '42': 50.0, '47': 100.0, '62': 100.0, '65': 100.0, '68': 100.0, '71': 100.0, '79': 100.0, '80': 100.0, '91': 50.0, '93': 100.0, '8': 0.0, '13': 0.0, '22': 0.0}, 'aerialsTotal': {'2': 1.0}, 'defensiveAerials': {'2': 1.0}, 'foulsCommited': {'10': 1.0, '55': 1.0}, 'tacklesTotal': {'58': 1.0, '75': 1.0, '19': 1.0, '55': 1.0}, 'tackleSuccessful': {'58': 1.0, '75': 1.0}, 'tackleUnsuccesful': {'19': 1.0, '55': 1.0}, 'tackleSuccess': {'58': 100.0, '75': 100.0, '19': 0.0, '55': 0.0}, 'dribbledPast': {'19': 1.0, '55': 1.0}}",,,,,,,263
4,490001,12,Talys,DL,181,77,25,True,False,home,"{'possession': {'8': 1.0, '12': 1.0, '14': 2.0, '16': 1.0, '32': 1.0, '42': 1.0, '46': 3.0, '48': 1.0, '50': 3.0, '53': 1.0, '57': 2.0, '62': 2.0, '65': 1.0, '67': 1.0, '68': 2.0, '74': 2.0, '75': 1.0, '80': 1.0}, 'ratings': {'0': 6.0, '8': 6.0, '12': 5.99, '14': 5.99, '16': 5.95, '26': 5.78, '32': 5.79, '34': 5.78, '40': 5.61, '42': 5.61, '43': 5.58, '44': 5.54, '46': 5.53, '47': 5.62, '48': 5.7, '50': 5.7, '53': 5.71, '57': 5.81, '62': 5.8, '64': 5.88, '65': 5.89, '67': 5.89, '68': 5.88, '70': 5.72, '73': 5.55, '74': 5.54, '75': 5.54, '80': 5.54}, 'interceptions': {'57': 1.0}, 'touches': {'0': 2.0, '8': 1.0, '12': 1.0, '14': 2.0, '16': 1.0, '19': 1.0, '21': 1.0, '32': 1.0, '33': 1.0, '42': 1.0, '44': 1.0, '46': 4.0, '47': 1.0, '48': 3.0, '50': 3.0, '51': 1.0, '53': 1.0, '56': 1.0, '57': 3.0, '62': 2.0, '64': 1.0, '65': 1.0, '67': 1.0, '68': 2.0, '74': 2.0, '75': 1.0, '80': 1.0}, 'passesTotal': {'8': 1.0, '14': 2.0, '32': 1.0, '42': 1.0, '46': 3.0, '50': 3.0, '53': 1.0, '57': 1.0, '62': 2.0, '65': 1.0, '67': 1.0, '68': 1.0, '74': 2.0, '75': 1.0, '80': 1.0, '12': 1.0, '16': 1.0, '48': 1.0}, 'passesAccurate': {'8': 1.0, '14': 1.0, '32': 1.0, '42': 1.0, '46': 2.0, '50': 2.0, '53': 1.0, '57': 1.0, '62': 1.0, '65': 1.0, '67': 1.0, '68': 1.0, '74': 1.0, '75': 1.0, '80': 1.0}, 'passesKey': {'64': 1.0}, 'passSuccess': {'8': 100.0, '14': 50.0, '32': 100.0, '42': 100.0, '46': 66.67, '50': 66.67, '53': 100.0, '57': 100.0, '62': 50.0, '65': 100.0, '67': 100.0, '68': 100.0, '74': 50.0, '75': 100.0, '80': 100.0, '12': 0.0, '16': 0.0, '48': 0.0}, 'aerialsTotal': {'46': 1.0}, 'offensiveAerials': {'46': 1.0}, 'throwInsTotal': {'0': 2.0, '21': 1.0, '33': 1.0, '46': 1.0, '51': 1.0, '64': 1.0}, 'throwInsAccurate': {'21': 1.0, '46': 1.0, '64': 1.0}, 'foulsCommited': {'34': 1.0}, 'tacklesTotal': {'48': 1.0, '47': 1.0, '16': 1.0, '43': 1.0}, 'tackleSuccessful': {'48': 1.0, '47': 1.0}, 'tackleUnsuccesful': {'16': 1.0, '43': 1.0}, 'tackleSuccess': {'48': 100.0, '47': 100.0, '16': 0.0, '43': 0.0}, 'dribbledPast': {'16': 1.0, '43': 1.0}, 'dispossessed': {'48': 1.0}}",447208.0,"{'value': 2, 'displayName': 'SecondHalf'}",82.0,,,,263
5,322631,6,Neto,DMC,181,78,33,True,False,home,"{'possession': {'6': 1.0, '8': 1.0, '12': 1.0, '18': 1.0, '29': 1.0, '31': 1.0, '33': 2.0, '34': 1.0, '42': 2.0, '43': 1.0, '44': 1.0, '45': 1.0}, 'ratings': {'0': 6.0, '3': 5.98, '4': 5.95, '5': 5.92, '6': 5.88, '8': 5.89, '10': 5.87, '12': 5.88, '16': 5.93, '18': 5.93, '21': 5.91, '22': 5.88, '26': 5.73, '27': 5.86, '29': 5.85, '31': 5.85, '33': 5.86, '34': 5.87, '35': 5.97, '40': 5.82, '42': 5.83, '43': 5.83, '44': 5.84, '45': 5.83, '46': 5.97, '48': 6.05}, 'clearances': {'16': 1.0}, 'interceptions': {'35': 1.0}, 'touches': {'6': 2.0, '8': 1.0, '10': 1.0, '12': 1.0, '16': 1.0, '18': 1.0, '27': 1.0, '29': 1.0, '31': 1.0, '33': 2.0, '34': 1.0, '35': 1.0, '42': 2.0, '43': 1.0, '44': 1.0, '45': 1.0, '46': 1.0, '48': 1.0}, 'passesTotal': {'6': 1.0, '8': 1.0, '12': 1.0, '18': 1.0, '31': 1.0, '33': 2.0, '34': 1.0, '42': 2.0, '43': 1.0, '44': 1.0, '29': 1.0, '45': 1.0}, 'passesAccurate': {'6': 1.0, '8': 1.0, '12': 1.0, '18': 1.0, '31': 1.0, '33': 2.0, '34': 1.0, '42': 2.0, '43': 1.0, '44': 1.0}, 'passSuccess': {'6': 100.0, '8': 100.0, '12': 100.0, '18': 100.0, '31': 100.0, '33': 100.0, '34': 100.0, '42': 100.0, '43': 100.0, '44': 100.0, '29': 0.0, '45': 0.0}, 'aerialsTotal': {'3': 1.0}, 'defensiveAerials': {'3': 1.0}, 'foulsCommited': {'10': 1.0, '21': 1.0}, 'tacklesTotal': {'27': 1.0, '46': 1.0, '4': 1.0, '5': 1.0, '22': 1.0}, 'tackleSuccessful': {'27': 1.0, '46': 1.0}, 'tackleUnsuccesful': {'4': 1.0, '5': 1.0, '22': 1.0}, 'tackleSuccess': {'27': 100.0, '46': 100.0, '4': 0.0, '5': 0.0, '22': 0.0}, 'dribbledPast': {'4': 1.0, '5': 1.0, '22': 1.0}}",354410.0,"{'value': 2, 'displayName': 'SecondHalf'}",50.0,,,,263
6,342601,29,Cláudio Falcão,DMC,187,79,30,True,False,home,"{'possession': {'0': 1.0, '8': 2.0, '12': 1.0, '21': 1.0, '24': 1.0, '35': 1.0, '42': 1.0, '46': 1.0, '50': 1.0, '51': 1.0, '57': 1.0, '59': 2.0, '68': 2.0, '74': 1.0, '79': 1.0, '88': 1.0, '93': 1.0}, 'ratings': {'0': 6.0, '7': 5.99, '8': 6.19, '12': 6.18, '13': 6.07, '21': 6.14, '22': 6.19, '24': 6.2, '26': 6.05, '34': 6.01, '35': 6.02, '40': 5.87, '42': 5.87, '46': 6.12, '49': 6.17, '50': 6.17, '51': 6.16, '53': 6.24, '57': 6.23, '59': 6.3, '68': 6.36, '70': 6.21, '73': 6.06, '74': 6.16, '75': 6.25, '79': 6.34, '85': 6.16, '88': 6.29, '93': 6.29, '95': 6.35, '96': 6.34}, 'clearances': {'8': 1.0, '22': 1.0, '49': 1.0, '68': 1.0}, 'interceptions': {'46': 1.0, '74': 1.0}, 'touches': {'0': 1.0, '8': 3.0, '12': 1.0, '21': 1.0, '22': 1.0, '24': 1.0, '34': 1.0, '35': 1.0, '42': 1.0, '46': 3.0, '49': 1.0, '50': 1.0, '51': 1.0, '53': 1.0, '54': 1.0, '57': 1.0, '59': 3.0, '66': 1.0, '68': 3.0, '74': 2.0, '75': 1.0, '79': 2.0, '85': 1.0, '88': 2.0, '93': 1.0, '95': 2.0}, 'passesTotal': {'0': 1.0, '8': 2.0, '24': 1.0, '35': 1.0, '42': 1.0, '46': 1.0, '50': 1.0, '57': 1.0, '68': 2.0, '74': 1.0, '79': 1.0, '93': 1.0, '12': 1.0, '21': 1.0, '51': 1.0, '59': 2.0, '88': 1.0}, 'passesAccurate': {'0': 1.0, '8': 1.0, '24': 1.0, '35': 1.0, '42': 1.0, '46': 1.0, '50': 1.0, '57': 1.0, '68': 2.0, '74': 1.0, '79': 1.0, '93': 1.0}, 'passSuccess': {'0': 100.0, '8': 50.0, '24': 100.0, '35': 100.0, '42': 100.0, '46': 100.0, '50': 100.0, '57': 100.0, '68': 100.0, '74': 100.0, '79': 100.0, '93': 100.0, '12': 0.0, '21': 0.0, '51': 0.0, '59': 0.0, '88': 0.0}, 'aerialsTotal': {'8': 2.0, '21': 1.0, '57': 1.0}, 'aerialsWon': {'8': 2.0, '21': 1.0}, 'aerialSuccess': {'57': 0.0}, 'offensiveAerials': {'21': 1.0, '57': 1.0}, 'defensiveAerials': {'8': 2.0}, 'foulsCommited': {'7': 1.0, '13': 1.0, '96': 1.0}, 'tacklesTotal': {'46': 1.0, '88': 1.0, '53': 1.0, '59': 1.0, '75': 1.0, '79': 1.0, '95': 1.0, '85': 1.0}, 'tackleSuccessful': {'46': 1.0, '88': 1.0, '53': 1.0, '59': 1.0, '75': 1.0, '79': 1.0, '95': 1.0}, 'tackleUnsuccesful': {'85': 1.0}, 'tackleSuccess': {'46': 100.0, '88': 100.0, '53': 100.0, '59': 100.0, '75': 100.0, '79': 100.0, '95': 100.0, '85': 0.0}, 'dribbledPast': {'85': 1.0}, 'dribblesAttempted': {'95': 1.0}, 'dribblesLost': {'95': 1.0}, 'dispossessed': {'34': 1.0}}",,,,,,,263
7,457802,62,Mohamed Belloumi,AMR,174,66,22,True,False,home,"{'possession': {'5': 1.0, '10': 1.0, '42': 2.0, '44': 1.0, '51': 1.0, '53': 2.0, '58': 1.0, '62': 1.0, '65': 2.0, '66': 1.0, '69': 1.0, '75': 1.0, '77': 1.0, '80': 1.0, '87': 1.0, '89': 1.0, '91': 1.0}, 'ratings': {'0': 6.0, '5': 6.0, '10': 6.18, '12': 6.17, '18': 6.13, '19': 6.3, '26': 6.2, '27': 6.4, '29': 6.38, '32': 6.48, '33': 6.47, '34': 6.45, '40': 6.35, '42': 6.35, '44': 6.33, '45': 6.42, '51': 6.42, '53': 6.51, '58': 6.51, '62': 6.68, '64': 6.67, '65': 6.66, '66': 6.66, '69': 6.64, '70': 6.54, '73': 6.44, '75': 6.39, '77': 6.39, '78': 6.52, '80': 6.69, '84': 6.66, '85': 6.56, '87': 6.56, '89': 6.57, '91': 6.54}, 'shotsTotal': {'27': 1.0, '64': 1.0, '80': 1.0}, 'shotsOnTarget': {'80': 1.0}, 'shotsOffTarget': {'64': 1.0}, 'shotsBlocked': {'27': 1.0}, 'interceptions': {'10': 1.0, '32': 1.0}, 'touches': {'3': 1.0, '5': 1.0, '10': 2.0, '12': 1.0, '18': 1.0, '19': 2.0, '25': 1.0, '27': 1.0, '32': 1.0, '33': 1.0, '34': 1.0, '42': 2.0, '44': 1.0, '45': 1.0, '51': 1.0, '53': 2.0, '58': 1.0, '60': 1.0, '62': 2.0, '64': 1.0, '65': 2.0, '66': 1.0, '69': 2.0, '75': 3.0, '77': 1.0, '78': 2.0, '80': 2.0, '81': 1.0, '84': 1.0, '87': 1.0, '89': 1.0, '91': 2.0}, 'passesTotal': {'42': 2.0, '44': 1.0, '51': 1.0, '53': 2.0, '62': 1.0, '65': 2.0, '66': 1.0, '80': 1.0, '87': 1.0, '89': 1.0, '5': 1.0, '10': 1.0, '58': 1.0, '69': 1.0, '77': 1.0, '91': 1.0}, 'passesAccurate': {'42': 1.0, '44': 1.0, '51': 1.0, '53': 2.0, '62': 1.0, '65': 2.0, '66': 1.0, '80': 1.0, '87': 1.0, '89': 1.0}, 'passSuccess': {'42': 50.0, '44': 100.0, '51': 100.0, '53': 100.0, '62': 100.0, '65': 100.0, '66': 100.0, '80': 100.0, '87': 100.0, '89': 100.0, '5': 0.0, '10': 0.0, '58': 0.0, '69': 0.0, '77': 0.0, '91': 0.0}, 'aerialsTotal': {'10': 1.0, '53': 1.0}, 'aerialsWon': {'10': 1.0, '53': 1.0}, 'offensiveAerials': {'10': 1.0, '53': 1.0}, 'cornersTotal': {'77': 1.0}, 'offsidesCaught': {'91': 1.0}, 'foulsCommited': {'29': 1.0, '44': 1.0, '65': 1.0}, 'tacklesTotal': {'19': 2.0}, 'tackleSuccessful': {'19': 2.0}, 'tackleSuccess': {'19': 100.0}, 'dribblesWon': {'62': 1.0, '78': 1.0}, 'dribblesAttempted': {'62': 1.0, '78': 1.0, '12': 1.0, '33': 1.0, '34': 1.0, '69': 1.0}, 'dribblesLost': {'12': 1.0, '33': 1.0, '34': 1.0, '69': 1.0}, 'dribbleSuccess': {'62': 100.0, '78': 100.0, '12': 0.0, '33': 0.0, '34': 0.0, '69': 0.0}}",,,,,,,263
8,535029,16,Geovanny Almeida,AMC,185,0,20,True,False,home,"{'possession': {'0': 2.0, '14': 1.0, '20': 1.0, '24': 1.0, '27': 1.0, '41': 1.0, '46': 1.0, '56': 2.0, '75': 2.0}, 'ratings': {'0': 5.99, '10': 6.05, '14': 6.05, '20': 6.04, '23': 6.05, '24': 6.04, '26': 5.94, '27': 5.94, '31': 5.92, '40': 5.82, '41': 5.82, '46': 5.81, '52': 5.83, '56': 5.83, '57': 5.76, '59': 5.73, '66': 5.86, '70': 5.76, '73': 5.66, '75': 5.67, '79': 5.63}, 'clearances': {'10': 1.0}, 'touches': {'0': 3.0, '8': 1.0, '10': 1.0, '14': 1.0, '17': 1.0, '20': 1.0, '24': 1.0, '27': 1.0, '41': 1.0, '46': 1.0, '56': 2.0, '57': 2.0, '66': 1.0, '75': 2.0, '79': 1.0}, 'passesTotal': {'0': 2.0, '14': 1.0, '27': 1.0, '41': 1.0, '56': 2.0, '75': 2.0, '20': 1.0, '24': 1.0, '46': 1.0}, 'passesAccurate': {'0': 1.0, '14': 1.0, '27': 1.0, '41': 1.0, '56': 2.0, '75': 2.0}, 'passSuccess': {'0': 50.0, '14': 100.0, '27': 100.0, '41': 100.0, '56': 100.0, '75': 100.0, '20': 0.0, '24': 0.0, '46': 0.0}, 'aerialsTotal': {'31': 1.0}, 'offensiveAerials': {'31': 1.0}, 'tacklesTotal': {'66': 1.0, '59': 1.0}, 'tackleSuccessful': {'66': 1.0}, 'tackleUnsuccesful': {'59': 1.0}, 'tackleSuccess': {'66': 100.0, '59': 0.0}, 'dribbledPast': {'59': 1.0}, 'dispossessed': {'57': 1.0, '79': 1.0}}",380781.0,"{'value': 2, 'displayName': 'SecondHalf'}",82.0,,,,263
9,67190,77,Marco Matias,AML,177,73,35,True,False,home,"{'possession': {'14': 2.0, '16': 1.0, '22': 1.0, '24': 1.0, '27': 1.0, '42': 1.0, '46': 2.0, '47': 1.0, '53': 1.0, '54': 1.0, '57': 1.0}, 'ratings': {'0': 6.0, '9': 6.21, '14': 6.21, '16': 6.22, '22': 6.21, '24': 6.2, '26': 6.1, '27': 6.09, '40': 5.99, '42': 5.98, '45': 6.06, '46': 6.08, '47': 6.08, '50': 6.11, '53': 6.11, '54': 6.1, '56': 6.09, '57': 6.09}, 'touches': {'9': 2.0, '14': 2.0, '16': 1.0, '22': 1.0, '24': 1.0, '27': 1.0, '42': 1.0, '45': 1.0, '46': 2.0, '47': 1.0, '50': 1.0, '53': 1.0, '54': 2.0, '56': 2.0, '57': 1.0}, 'passesTotal': {'14': 2.0, '16': 1.0, '46': 2.0, '47': 1.0, '53': 1.0, '22': 1.0, '24': 1.0, '42': 1.0, '54': 1.0, '57': 1.0}, 'passesAccurate': {'14': 2.0, '16': 1.0, '46': 2.0, '47': 1.0, '53': 1.0}, 'passSuccess': {'14': 100.0, '16': 100.0, '46': 100.0, '47': 100.0, '53': 100.0, '22': 0.0, '24': 0.0, '42': 0.0, '54': 0.0, '57': 0.0}, 'tacklesTotal': {'45': 1.0}, 'tackleSuccessful': {'45': 1.0}, 'tackleSuccess': {'45': 100.0}, 'dribblesWon': {'9': 1.0}, 'dribblesAttempted': {'9': 1.0, '56': 1.0}, 'dribblesLost': {'56': 1.0}, 'dribbleSuccess': {'9': 100.0, '56': 0.0}}",408370.0,"{'value': 2, 'displayName': 'SecondHalf'}",63.0,,,,263
