,playerName,goals,total_xG,xG_diff
37,Fermin Lopez,0.0,0.7637172155082226,-0.7637172155082226
20,Serhou Guirassy,3.0,3.669247666412592,-0.6692476664125921
57,Marco Asensio,0.0,0.5593000240623951,-0.5593000240623951
