"match_id","home_team","away_team","barcelona_xg_after_losing","barcelona_goals_after_losing"
26987,Valencia,Barcelona,3.2166978530585766,2
27004,Rayo Vallecano,Barcelona,1.5187169192358845,2
27252,Atletico Madrid,Barcelona,1.1511476207524538,4
27270,Barcelona,Girona,1.648103853687644,3
27292,Barcelona,Celta Vigo,2.1117968931794167,3
27316,Real Valladolid,Barcelona,2.2134062638506284,2
27324,Barcelona,Real Madrid,4.128506083972752,4
